cmtDate,postId,userId,cmtText,cmtLikes,cmtText_clean,sentiment
2025-06-01 05:15:11+00:00,1146529790852964,pfbid02b7Fun4h8HpoznrsHS5mJoSnqSRaDVCmdb7vXxjb4HCEFuTAbZu77Pyk14SamoqAUl,Mua laptop là có cả tương lai vượt trội?? Quảng cáo có lố quá k z? Lố hơn cả kẹo rau củ kera.,6,Mua laptop là có cả tương lai vượt trội?? Quảng cáo có lố quá k z? Lố hơn cả kẹo rau củ kera.,negative
2025-06-01 09:19:41+00:00,1146529790852964,100080901571170,xinn chàoo,0,xinn chàoo,neutral
2025-06-01 11:24:50+00:00,1146529790852964,pfbid02XTwEcfe847f7Zv4ApZcdRag7o3BD1jYET4NTbG6mPvBxH6TPan7QvyBzA4aKA4cKl,.,0,.,neutral
2025-06-01 11:40:32+00:00,1146529790852964,pfbid0ppRBSupMBNUP4ahaab4ynetkz3pyurKvWKpksjfTzC3rh9YXvBf1gHjU5UVzg5Jbl,Content xàm thiệt chứ,0,Content xàm thiệt chứ,negative
2025-05-31 05:06:32+00:00,1145328240973119,pfbid0FJuyczuz5EGzLijTCWFC5cTWQhB8BjHnqSMUDFYLkgoUmZX9bV4etvRrYDRhGVSrl,Bán mắc quá nên thôi shop nhé,0,Bán mắc quá nên thôi shop nhé,negative
2025-05-31 09:53:58+00:00,1145328240973119,pfbid0RoS4cGJCx3zP3cXHv5EYvepfWSUNbGz4QwqeDoLd47iZpdFdkWUb2EgcaweXdaUvl,Định mua cái lap gaming chơi mà ko bán thôi vậy,0,Định mua cái lap gaming chơi mà ko bán thôi vậy,negative
2025-05-31 04:24:20+00:00,1145328240973119,pfbid0VYm7porpFJX98MBUfkgYYZCMH1vMtLA8mzZriHNpoW5coymUsKehGUqDeYmW8WjCl,Tưởng mn cần mua Lap chỗ TGDĐ này chắc?,0,Tưởng mn cần mua Lap chỗ TGDĐ này chắc?,neutral
2025-05-31 10:06:47+00:00,1145328240973119,pfbid02KSdTQdf8QwW5qCVEnQNccdNFeLgCafuDaUoK1pPKeyAjQjqkVmRAswxhWS5Ahr4pl,"Từ 1/6 chúng tôi không bán laptop mà sẽ tặng laptop, qua ngày 2 bán lại 🥶",0,"Từ 1/6 chúng tôi không bán laptop mà sẽ tặng laptop, qua ngày 2 bán lại ",negative
2025-05-31 13:50:56+00:00,1145328240973119,pfbid0KJsnhTyHw7DqJ4yk1HjSmrpSB4fawQC1sRPGYgoEkdBKMJgknBusYkiAGyfXcqXul,ủa nay TGDD ko bán lap nữa hả,0,ủa nay TGDD ko bán lap nữa hả,negative
2025-05-31 09:01:48+00:00,1145328240973119,100081640144911,bán PC à,0,bán PC à,neutral
2025-05-31 10:41:04+00:00,1145328240973119,pfbid02okiHFwrRNuAGA4WnJyepNZZ6SRa7zj4GKDG7mvAWDAerAh9zC7ek7Jz6m5e2pgdYl,Thế thôi mua fpt,0,Thế thôi mua fpt,neutral
2025-05-31 01:48:21+00:00,1145328240973119,pfbid0wHmkiFCe9Snz7ST4nxMpXugCRtJrsMj1hiJjWLqj66DB74s3gPrVTiLsX4zF9MKnl,Vay mua o mo ?,0,Vay mua o mo ?,neutral
2025-05-30 15:26:40+00:00,1145328240973119,pfbid02XTwEcfe847f7Zv4ApZcdRag7o3BD1jYET4NTbG6mPvBxH6TPan7QvyBzA4aKA4cKl,.,0,.,neutral
2025-06-01 02:58:44+00:00,1146504504188826,pfbid02Y41W3u7ohzgKbV1aESc3mBgPW6t6f47StR3WfdBU45UQbrJcuxJUBZ1K4WZ7r4MXl,"Trần Hữu Hiếu mấy cái hiển nhiên giờ thành ưu đãi, quá đã 🤩 +1 lí do ko mua laptop ở TGDĐ 🥰",1,"Trần Hữu Hiếu mấy cái hiển nhiên giờ thành ưu đãi, quá đã  +1 lí do ko mua laptop ở TGDĐ ",negative
2025-06-01 09:20:50+00:00,1146504504188826,pfbid0AnNco2At7etrRrejUUMDWeGULHJxNsafZbjFF5x5SZ2QxreGy9tG1dgwYyRmfBBWl,Hành trang này đánh tài xỉu có mượt ko ad,0,Hành trang này đánh tài xỉu có mượt ko ad,neutral
2025-06-01 14:18:21+00:00,1146504504188826,pfbid08MpVgxBqTvX8y9jCTeSVfvW7f9UaKYLuk3wKZTSpGHC7RM5MoiMZ8kqsj43ovxvxl,Content sợ quá chài ơi chài. Đọc mà cười như ngày chuyển dạ tháng thứ 9,2,Content sợ quá chài ơi chài. Đọc mà cười như ngày chuyển dạ tháng thứ 9,negative
2025-06-01 05:52:27+00:00,1146504504188826,pfbid026iNMebeeds11gBeTaWrszCUbP26cWE8Uo27JWhUNbqE41BYNA6NN7JKErZ3LWrSql,"Không ai thèm mua đâu má, content xàm",2,"Không ai thèm mua đâu má, content xàm",negative
2025-06-01 10:51:05+00:00,1146504504188826,pfbid02Qa7obwCK8hLDBg8Lopn8JzK1xnm8s3YWcZVdqYtKeX1cQJnAY9mNk8NAqSfGtjLrl,ụa tháng nào chả KM như vậy :)),0,ụa tháng nào chả KM như vậy :)),negative
2025-06-01 10:18:36+00:00,1146504504188826,pfbid037tqqCSyBHyHZQ33q3R7Pt3Aty4Hzf1mapKX9d4kbrLdLFzVcXvQEByDkYVV5651pl,Đọc mãi mới hiểu nội dung quảng cáo vl,0,Đọc mãi mới hiểu nội dung quảng cáo vl,negative
2025-06-01 07:46:22+00:00,1146504504188826,pfbid0vMiLDvcCc3ePZrXmdiRmWykzeqrjchk6MBzd6MAMu3kfSakumX6QgUZm6BH5N16Ml,Bán cả tương lai cơ à kkk vậy là tương lai mù mịt rồi,0,Bán cả tương lai cơ à kkk vậy là tương lai mù mịt rồi,negative
2025-06-01 05:28:59+00:00,1146504504188826,pfbid0ZrCNiU2xoW6rFbJKeHss3rF3KyZGmm3qyJaBYDi7ygVDF3rtLs74SgrKJFDLGaiRl,Hơi thất vọng ai làm content vậy,0,Hơi thất vọng ai làm content vậy,negative
2025-06-01 07:50:00+00:00,1146504504188826,100005530152409,"Bị khùng hả
Đứa nào nghỉ ra cái content này z",0,"Bị khùng hả
Đứa nào nghỉ ra cái content này z",negative
2025-06-01 04:56:57+00:00,1146504504188826,pfbid028gpapzcTZrVUrLtzbEVmEuuvTHgwEwRc68ocPdpNb8fJi7LoqKD6ZgN6uss38Fzgl,Co ten tào bí đao 🤣,0,Co ten tào bí đao ,neutral
2025-05-30 15:04:41+00:00,1145328240973119,pfbid02UezdUHaNvouaLYxeTMMb8bAMGRWi2wzaMmPGD7AwQnHHZfstib3awNMqa9GNKM9wl,Trí bán Tivi - Tủ Lạnh - Máy Giặt khoái khoái,5,Trí bán Tivi - Tủ Lạnh - Máy Giặt khoái khoái,neutral
2025-05-30 14:28:49+00:00,1145328240973119,pfbid02BWds2ziQ7zbgpLNC9GyQnHMPhvWFWQXpr6zi96Ea3BgHqKaa2VZtNeAYumJt3Xrwl,"Ngta đi đồn xong cái mất đi 1 lượng khách, biết người Việt Nam mà nhanh và lan rộng lắm đấy😂",4,"Ngta đi đồn xong cái mất đi 1 lượng khách, biết người Việt Nam mà nhanh và lan rộng lắm đấy",negative
2025-05-30 14:21:48+00:00,1145328240973119,pfbid02QgtVuGMErJayoKVtyUjhMHDWzNi28TWZthfe9MxLBHaiGzYXxEYKQuxSgnD8HoCSl,Em nghĩ cho mà chúng tôi sẽ cho THUÊ,0,Em nghĩ cho mà chúng tôi sẽ cho THUÊ,neutral
2025-05-30 14:20:55+00:00,1145328240973119,pfbid02P5Wo3Dh2wFjBM2Z4HNGxWZvc9ifU28ZEkiaqaXfCQsBhbUtkK4YusJxCANgbiwpsl,Vậy có thanh lý k bạn,0,Vậy có thanh lý k bạn,neutral
2025-05-30 14:18:45+00:00,1145328240973119,pfbid02YFNFrycNFrofwYzbk569achbK6s5uHS4jcqZZ9KUYLJhKAniU4GrZK1ArmHzJ1swl,Đứa nào làm cái này 😆,0,Đứa nào làm cái này ,neutral
2025-05-30 14:16:16+00:00,1145328240973119,pfbid0pnZVwTzBQ48YTBgh2kNCKcTVCzK8TjrAs8jBCRsyuQTtVz9S6bHXqdWdWxyJM979l,Định mua 2 cái lap top bên TGDD cho con học mà không bán thì qua shop khác vậy,32,Định mua 2 cái lap top bên TGDD cho con học mà không bán thì qua shop khác vậy,negative
2025-05-30 14:10:28+00:00,1145328240973119,pfbid0aGDtw45P3bMA9HagMcZNmSxjnGwjMi6dAckyW43pVhte6dN5ciqih3LpiupYXuPAl,Vậy là TGDD bán PC à 😂,0,Vậy là TGDD bán PC à ,negative
2025-05-30 14:02:00+00:00,1145328240973119,pfbid02zkpxRNQfgW6RGxDzSPQ29fryFgkpSnTySQJbdyMrMisvBAyWSDMGPa2zXwhoVRQQl,Khi thế hệ cợt nhả Gen Z làm Marketing thì ối giời ôi,0,Khi thế hệ cợt nhả Gen Z làm Marketing thì ối giời ôi,negative
2025-05-30 13:56:55+00:00,1145328240973119,pfbid0hysj3njaRy8CZwGenRUsmdCLceXRfTjLzpuwx16nRAyE6hcp4zKX6EBH8zvoAh1Al,Tri Le,1,Tri Le,neutral
2025-05-30 13:55:37+00:00,1145328240973119,pfbid034qvT48JHLLNzoPVn11L3FXNuNWvQjBbRgcNEXC7huvr8aYC6WQUuMPptZYBKJvK6l,Chắc chỉ mỗi TGDD là có bán laptop?,0,Chắc chỉ mỗi TGDD là có bán laptop?,negative
2025-06-01 03:22:53+00:00,1146504504188826,pfbid0UVbyTKD2MfJPUnUbZeUXqMUF9JhdowK3pD1NRL4o146QwSWA5TYzfbkhigK9fZM8l,Ngọc Hiền 188707 đừng nói xấu công ty nữa,0,Ngọc Hiền 188707 đừng nói xấu công ty nữa,negative
2025-06-01 08:21:10+00:00,1146504504188826,pfbid0qMekvsfthEJ4NFTeS6qT9wp6AemeeVgVEj4bdarnqbadqepFFNmDvQGAPMTntsP1l,Xin cấu hình 5tr của MỘT HÀNH TRANG!!,0,Xin cấu hình 5tr của MỘT HÀNH TRANG!!,neutral
2025-06-01 04:32:08+00:00,1146504504188826,pfbid02b7Fun4h8HpoznrsHS5mJoSnqSRaDVCmdb7vXxjb4HCEFuTAbZu77Pyk14SamoqAUl,"Content như cc ấy thề, k bán laptop thì bán cc gì kia?",1,"Content như cc ấy thề, k bán laptop thì bán cc gì kia?",negative
2025-06-01 03:57:11+00:00,1146504504188826,pfbid02oGs4eGPteNAqEmNdnBJzDjofNEMYELAULkixExpCUf81wQpjTXEzoMuZvVVfycp5l,"Mua hành trang tương lai , k mua laptop đc k shop",1,"Mua hành trang tương lai , k mua laptop đc k shop",neutral
2025-06-01 03:52:43+00:00,1146504504188826,pfbid02mzi9ievvHP9VrejVMQJEjfsxMkQgnAAJpHtzBzmBGfuNLeYgRdF638KgpnyDJYswl,iPad với laptop của Apple giá sao ạ,0,iPad với laptop của Apple giá sao ạ,neutral
2025-06-01 09:10:29+00:00,1146504504188826,pfbid02XTwEcfe847f7Zv4ApZcdRag7o3BD1jYET4NTbG6mPvBxH6TPan7QvyBzA4aKA4cKl,.,0,.,neutral
2025-06-01 05:11:33+00:00,1146504504188826,pfbid0e6aJKgiXCn2YgynMuSggJZLgFGzLLWEGJP8X3hPDkVwVjmd79XwfhZjJAk91bNool,"Làm content nhảm nhí, vớ vẩn, lại còn ráng mà chạy quảng cáo facebook nữa chớ",3,"Làm content nhảm nhí, vớ vẩn, lại còn ráng mà chạy quảng cáo facebook nữa chớ",negative
2025-06-01 03:49:17+00:00,1146504504188826,100007832628510,"""Không những...mà còn""chứ đặt câu v mn chê là đroi. Tác dụng ngược luôn",1,"""Không những...mà còn""chứ đặt câu v mn chê là đroi. Tác dụng ngược luôn",negative
2025-06-01 06:32:12+00:00,1146504504188826,pfbid02rpWLTtZWmLzeg45g5y59B1ELh5aGVh9mcTmQgNTyWJt8yVGiaKWeXe12kjMPRVUjl,Ủa rồi có khác gì đang chạy đâu,1,Ủa rồi có khác gì đang chạy đâu,negative
2025-06-01 09:24:19+00:00,1146504504188826,pfbid02X2ANGqXJxWLiJ6vz4aj6C7fNxdqtymH8f4ZjKsbZRZBvDuTZGScebLBPxtMcF1Ypl,:) trông chán k ?,0,:) trông chán k ?,negative
2025-06-01 19:56:56+00:00,1146504504188826,pfbid03633zNR3czQNd24WofDqVpHYZXwA7UB4NPTxWaHt2RBtZ9q2hi6Uea568TRFq5Yo3l,"Vậy là không bán rồi thì đồ bán kèm có ý nghĩa gì đâu nhỉ, như kiểu vào hiệu sách hỏi mua sách thì không bán nhưng có bán phụ kiện là bút, thước, tẩy,...😂",0,"Vậy là không bán rồi thì đồ bán kèm có ý nghĩa gì đâu nhỉ, như kiểu vào hiệu sách hỏi mua sách thì không bán nhưng có bán phụ kiện là bút, thước, tẩy,...",negative
2025-06-01 05:44:21+00:00,1146504504188826,pfbid0PzbF7hkZiaw1bEwcYW1nuw56wFWY8A1Gu8XfVnBXNBErXuTdXQ3EgdTDDPTSmtWel,Cuối cùng vẫn là bán laptop 😕,0,Cuối cùng vẫn là bán laptop ,negative
2025-06-01 03:44:08+00:00,1146504504188826,pfbid02jq7qVaz6f3qjLbGTFsR9i5xBqiL5ynAhHuymvQvTCJ9jskMiPwWpMYk37Cmkunedl,Tôi muốn mua laptop chứ ko cần hành trang tương lai . tôi là tôi chứ ko phải đoàn di băng 🤣😄,3,Tôi muốn mua laptop chứ ko cần hành trang tương lai . tôi là tôi chứ ko phải đoàn di băng ,negative
2025-06-01 06:33:07+00:00,1146504504188826,pfbid0sDswHicYi49VEqKcTnAKq1DhCQLZefwjYgLrn67Cp4VZPY3qJCDZXwrzvE8T5k1Rl,Content ngu dễ làm khách hàng quay xe lắm,3,Content ngu dễ làm khách hàng quay xe lắm,negative
2025-06-01 03:13:23+00:00,1146504504188826,pfbid02JDeG28iipGv6sonh3FxcXfSakH1SyuZJ2BZsqECr1oLMsQEsccsK9rQ9Qmkxd8XHl,Cười v 🤣,4,Cười v ,positive
2025-06-01 05:28:24+00:00,1146504504188826,pfbid05Ju7YdWwWGMmoKtSkmmQAV6kiptXtyN9S1KAARxjFfMdwqjaFyAvQWaXubZi7oegl,"hong bán laptop hả, dị thôi về , tưởng bán laptop tính ghé lựa 🤣",4,"hong bán laptop hả, dị thôi về , tưởng bán laptop tính ghé lựa ",neutral
2025-06-01 02:55:18+00:00,1146504504188826,pfbid02Csp9Zvu1ByXqjCVH1hAJvMi4PCG3zzP3KZC6Lp9a5DGEFBUEk9xueKqpzMKUrq3Jl,Rất tiếc đang nợ xấu nên không mua được,1,Rất tiếc đang nợ xấu nên không mua được,neutral
2025-06-01 07:42:12+00:00,1146504504188826,pfbid07jZYbfcfFAhNuduk7vBofggzi36vVMDZvHCZNUU4BSQ7SxLUg9TaFVVGKm5WeHkkl,Đợt này thằng làm content có cơ hội làm việc mới rồi,1,Đợt này thằng làm content có cơ hội làm việc mới rồi,neutral
2025-06-01 06:36:35+00:00,1146504504188826,pfbid0ppRBSupMBNUP4ahaab4ynetkz3pyurKvWKpksjfTzC3rh9YXvBf1gHjU5UVzg5Jbl,Bài viết quảng cáo quá tệ!,0,Bài viết quảng cáo quá tệ!,negative
2025-06-01 13:30:42+00:00,1146504504188826,pfbid03s8nwBdoSqxknrtjR6qkboVccEF7w6UvewF4mfTDE21KBtMGzbJbndXM5RF1ULHil,nhạt nhẽo vl...,0,nhạt nhẽo vl...,negative
2025-05-30 13:52:34+00:00,1145328240973119,100003204131977,Định ra tgdd mua laptop mà không bán nên qua cửa hàng đối diện mua 😊,1,Định ra tgdd mua laptop mà không bán nên qua cửa hàng đối diện mua ,negative
2025-05-30 13:52:27+00:00,1145328240973119,pfbid0E4j5b32xRSe129e1iHNrB3oyefBgdfxnndRUCS6ZVzUtddN3edUBziPheZ1KWHNAl,Không bán thì thôi,4,Không bán thì thôi,negative
2025-05-30 13:51:02+00:00,1145328240973119,100003103456548,Ở Page tớ bán nhé 😍,1,Ở Page tớ bán nhé ,neutral
2025-05-30 13:47:30+00:00,1145328240973119,pfbid02Vv4CZsVc1HhDHu614vAMYreEyQGqz8ggzxKa8U7qVoytgy4PqWJ8q91TsG5gzQySl,Mày bị sấy hả admin,0,Mày bị sấy hả admin,negative
2025-05-30 13:44:59+00:00,1145328240973119,100006102972259,Vượt trội hơn thế ? Vậy thì cho à ? 😄,0,Vượt trội hơn thế ? Vậy thì cho à ? ,negative
2025-05-30 13:41:59+00:00,1145328240973119,pfbid028tj1Z5stkxMC5hBAaUn2dfFH4n9hVDxga3WQJEykmD4n9KLzr5ZVrcM8wABLvjiRl,Chúng tôi bán top top,0,Chúng tôi bán top top,neutral
2025-05-30 13:40:42+00:00,1145328240973119,pfbid02oCH3zzLTVbuGSQhxtezfNemwCeovdFLnZFLNfcr4aKCwBHGEBKoif5d9Cm1AoFnyl,Mua laptop bảo nhân viên cài ofice ko biết cài.,1,Mua laptop bảo nhân viên cài ofice ko biết cài.,negative
2025-05-30 13:37:16+00:00,1145328240973119,pfbid02GCMKTEVfuP8CrbCEWHX39CLqtMuJMwc2wVHh5wNxFHjijD8jzhFur8YakdU8EBJKl,Không bán thì thôi.,5,Không bán thì thôi.,neutral
2025-05-30 13:27:01+00:00,1145328240973119,100015956131658,Ai viết đc cái content siêu tài năng này vậy. Đọc vào phát là biết TGDĐ ko bán laptop nữa... Ghé cellphoneS mua vậy,21,Ai viết đc cái content siêu tài năng này vậy. Đọc vào phát là biết TGDĐ ko bán laptop nữa... Ghé cellphoneS mua vậy,neutral
2025-05-30 13:26:56+00:00,1145328240973119,100008200831345,Chak ban may tinh sach tay,0,Chak ban may tinh sach tay,positive
2025-05-30 13:20:51+00:00,1145328240973119,pfbid0Ba2HNW1aLN3sssEWwmWUSkCJspav7twMUSA5MTBG7cLBQ8sy2PR9BJjB7pJRftv9l,Không bán thì mai t qua cửa hàng đối diện mua,25,Không bán thì mai t qua cửa hàng đối diện mua,negative
2025-05-30 13:21:56+00:00,1145328240973119,pfbid02PdjMXmhSxwRRmr7i6cH1t2Rq6FLRRcW7hSJe5iLcEdoPrsPXsxxCJXwr65u1ZzG2l,Nói linh tinh,0,Nói linh tinh,positive
2025-05-30 13:15:06+00:00,1145328240973119,pfbid024raWpZj6LXZvmfhWgLq6jEoPNgk32PT4hVtKQ98v6kUZ9DB8puVea7rgNYCWBF3ql,E muốn bán trinh,0,E muốn bán trinh,neutral
2025-05-30 13:13:40+00:00,1145328240973119,100000273413547,Có xả kho không shop,0,Có xả kho không shop,neutral
2025-05-30 13:10:50+00:00,1145328240973119,pfbid025efYN6Dz7BykZN1GvUj3YwSwUydW32ihphxJYXRnCGqL4Ejn385me684ZpTJmfEZl,xl,0,xl,neutral
2025-05-30 13:07:41+00:00,1145328240973119,pfbid0tRE7wBELPEFsaW2ekCLyCLTbSfCSSgQzsuDzR6MT8MM1NYsp1dhM6TJfqUQLfU3ml,Định mua con Dell Inspiron 15. Mà nghỉ bán thì đành qua fpt shop mua vậy.,16,Định mua con Dell Inspiron 15. Mà nghỉ bán thì đành qua fpt shop mua vậy.,negative
2025-05-30 13:07:22+00:00,1145328240973119,pfbid0FQbMXYAGMHFT168rAmn7tEiFK8UNXnU6PnAS7d9qR6Lc4TJwSjb1VqmSettzfVMMl,Thì qua viettel và fpt mua laptop,1,Thì qua viettel và fpt mua laptop,neutral
2025-05-30 13:03:45+00:00,1145328240973119,100000112159572,vậy có bán máy tính sách tay kg,0,vậy có bán máy tính sách tay kg,negative
2025-05-30 13:03:04+00:00,1145328240973119,pfbid0gHNHkyxs3LSPzDN69ofCX8pQWHe3SvfK2ZYzbTKsyo3mob43VRnRtRGStFrqJKxrl,Sẽ có thegioilaptop,2,Sẽ có thegioilaptop,neutral
2025-05-30 13:00:42+00:00,1145328240973119,pfbid07QERH2femFnwZu4w1MRjo8vDE7GvEMBUThzY9DVA8mVUC9jasDX7kCcpDvvHGdKsl,Không bán laptop chỉ bán điện thoại thôi à ?,0,Không bán laptop chỉ bán điện thoại thôi à ?,negative
2025-06-01 08:27:47+00:00,1146504504188826,pfbid0pvkYDRxBBhUsa7MWPixgFtzYdUCzuvf2DjaM4sm2tPoqT52FafNr95ZuXkacp77Dl,Content đỉnh nóc nhỉ Ngọc Hà Phan Mạnh Tiến 🤣,0,Content đỉnh nóc nhỉ Ngọc Hà Phan Mạnh Tiến ,positive
2025-06-01 06:32:08+00:00,1146504504188826,pfbid02ZvEgQk4Timnti52TRH4Lric2D2W5pJJNgQQ3dhKyj81yHRsoTXcuzKwck3tk3PSpl,Hết content hay gì?? 😌,1,Hết content hay gì?? ,neutral
2025-06-01 07:16:52+00:00,1146504504188826,pfbid02BisHuhFA6jbqNqrPYZRRGGPjw9uGmmbxXqAk2bPGcmZns9BVmLtKL9NFwcNzZsw9l,Rồi không bán dữ chưa,0,Rồi không bán dữ chưa,neutral
2025-06-01 02:32:36+00:00,1146504504188826,pfbid023GjVKMdjRDSVwZGtbCCFFXeZKaQ7mzjcZUadgLU1VHEZpJ53eodXX5EZVr9V4AEfl,Nhìn viết quảng cáo đã thấy chán r 🥴🥴,4,Nhìn viết quảng cáo đã thấy chán r ,negative
2025-06-01 04:43:14+00:00,1146504504188826,pfbid0hNpTAjTvRZM2unc64B7g7L9XLqWVdf6RFBQZJuFBqJUgZ6cG7qQqbcejD4eJd9EZl,Câu ko bán Laptop mà đi truyền miệng thì đúng là mất hết doanh thu. 😒,2,Câu ko bán Laptop mà đi truyền miệng thì đúng là mất hết doanh thu. ,negative
2025-06-01 02:45:06+00:00,1146504504188826,pfbid0iiFPaRa8e1A6PhkKGaHJDGP1itDHheG1ZW44UwLryi8zpXTKtTdkPuDs9yY9tu6fl,Có khác j trc ngày 1-6 à,3,Có khác j trc ngày 1-6 à,neutral
2025-06-01 11:48:56+00:00,1146504504188826,pfbid02wLW3p6AqveyJaatJWjqC85JyTC3iyun19ZKWjfp4mkwe61CeJvwwt8zz4j1Jz66dl,"Ghi nhầm đó, ghi đúng chắc là Hành tinh tương lai",0,"Ghi nhầm đó, ghi đúng chắc là Hành tinh tương lai",negative
2025-06-01 07:45:10+00:00,1146504504188826,pfbid0vMiLDvcCc3ePZrXmdiRmWykzeqrjchk6MBzd6MAMu3kfSakumX6QgUZm6BH5N16Ml,Kkk thời 4.0 còn đi mị dân,0,Kkk thời 4.0 còn đi mị dân,negative
2025-06-01 02:31:20+00:00,1146504504188826,pfbid02GqbGzLrpUooJHSTFpsSfVqbJrr2sM3pyJ124sut7zziMHoGuh6T1A8591t8UuNjXl,Tâm Thu DAnhh Caoo coi content nè.,0,Tâm Thu DAnhh Caoo coi content nè.,positive
2025-06-01 06:05:22+00:00,1146504504188826,pfbid0ZJk9uLJyGoGNN8K32L5NH5A7xKFXoVQischJ2n1GxpJaap1JCsiAqqy23YeNpNbZl,Content chán dị chời 🤣,0,Content chán dị chời ,negative
2025-06-01 03:18:38+00:00,1146504504188826,pfbid0ejhwupxzgrgCBzLfFsSUjrhVjTiHV4z4jw3itStSCMrVSkdkGhQVYES6bPR4zyyjl,"Hành cái cmm chứ hành trang, học durex mà học chưa tới :)))",4,"Hành cái cmm chứ hành trang, học durex mà học chưa tới :)))",negative
2025-06-01 04:03:16+00:00,1146504504188826,pfbid024C8t5E4RYwFDBe6yHsFTCJ8GFpCteN6reTbjXSi6NsETjGQ6QLWtwcbwQmujYu5Tl,Bán cho mấy ông nhõi hay tài xỉu có là hành trang tương lai ko,2,Bán cho mấy ông nhõi hay tài xỉu có là hành trang tương lai ko,neutral
2025-06-01 02:58:21+00:00,1146504504188826,pfbid06SkdNqd3JyTkoKpAdvK4nHLybbuemwdNWDj5EUTU3VFvNeV2X4tYNtCrz8JABeqvl,Content: CHÊ 🙂,0,Content: CHÊ ,neutral
2025-06-01 09:35:06+00:00,1146504504188826,pfbid02J5TAshUXM1agiq6o6Yq4oZW6Uv8QeQfQLMa8fJiBbbSuDt33ySPy1YZy7vjnr4jAl,Dành cho giáo viên. Chỉ giáo viên mới đi làm. Còn nghề khác k cần đi làm ....,0,Dành cho giáo viên. Chỉ giáo viên mới đi làm. Còn nghề khác k cần đi làm ....,negative
2025-06-01 05:18:51+00:00,1146504504188826,pfbid0gbpntU9smxex3g9BCFoijZADXkDvVXjL6NH4xRgKiZrZGDRC3cbJ2Nh5835aaDTul,Ý là có nhận ra content mình làm nó xàm mà nhạt nhẽo cỡ nào ko =)),2,Ý là có nhận ra content mình làm nó xàm mà nhạt nhẽo cỡ nào ko =)),negative
2025-06-01 05:30:20+00:00,1146504504188826,pfbid02N4yfrb9qL1MuktPdHdssAAHzVWZW7UY186s2XB4aDpoDBdcSG8XGtoanEe34bb2bl,"Tưởng gì , tào lao",2,"Tưởng gì , tào lao",neutral
2025-06-01 04:26:46+00:00,1146504504188826,pfbid0CEgcKUptpP3JhTq7c7SCxjSAi6ZwZZ8fMkV7d23RLtU7MsasyJcqHFCtBmrrLnXwl,Mua laptop được tặng học bổng toàn phần cho đến khi ra trường và hỗ trợ 100% có việc làm thì mới gọi là hành trang tương lai nha 🤣🤣🤣,1,Mua laptop được tặng học bổng toàn phần cho đến khi ra trường và hỗ trợ 100% có việc làm thì mới gọi là hành trang tương lai nha ,neutral
2025-06-01 12:39:28+00:00,1146504504188826,pfbid02Kx1MP9gW9LZio1zqAL4yHQm2r96szXAWJtjGYT3u84QVs2GWopvugh7WoyYSu6uwl,Tạo content cho xôm à:))) chiếc lược hay ngoo thật đây:)),0,Tạo content cho xôm à:))) chiếc lược hay ngoo thật đây:)),neutral
2025-06-01 06:45:58+00:00,1146504504188826,100005672345033,Đi mua laptop thì k bán . Đi bán hành trang tương lai . Ai mượn ??? . Ai cần ??? Ai thèm ????,2,Đi mua laptop thì k bán . Đi bán hành trang tương lai . Ai mượn ??? . Ai cần ??? Ai thèm ????,negative
2025-06-01 05:51:29+00:00,1146504504188826,pfbid0bUSn5NNTz383bjXF4wdGn4Av1CKUo7m49pYLHab9Qaogtn8Ek4aXfhnnJuzb5qcml,cái chiến dịch đi vào lồng đất quá,0,cái chiến dịch đi vào lồng đất quá,negative
2025-05-30 12:57:27+00:00,1145328240973119,100004244250546,Xả kho không,0,Xả kho không,neutral
2025-05-30 12:49:02+00:00,1145328240973119,pfbid02hUPSDr4GLgN5qxnUmod7ghdx2VC1qSGEJ8wbVYe6EML4PLVAxcL4PvXjphYCVmaJl,Là sao má,1,Là sao má,neutral
2025-05-30 12:48:02+00:00,1145328240973119,pfbid0YkJsmuWohw5tuVp2otVY1X4g5WiBvb8SUkaVLeRT5GcsvL2uGSdXvebdrgPPwQScl,Chỉ bán AI laptop thôi pk ad?,0,Chỉ bán AI laptop thôi pk ad?,negative
2025-05-30 12:44:11+00:00,1145328240973119,100000153656786,"Thôi xong, định quất con laptop xịn xịn tầm 30-40tr mà vầy thì phải kiếm nơi khác",0,"Thôi xong, định quất con laptop xịn xịn tầm 30-40tr mà vầy thì phải kiếm nơi khác",negative
2025-05-30 12:42:09+00:00,1145328240973119,pfbid0DWHptqsthNjgrnQSvDNQGwQDK1BAWk6jYYf9N35nKHZGW6EUH4yqK6psQCbPB51Kl,"Giờ bán cũng ko ai mua đâu, ra mua lap hỏi cấu hình mà nv toàn ngáo ngơ",0,"Giờ bán cũng ko ai mua đâu, ra mua lap hỏi cấu hình mà nv toàn ngáo ngơ",negative
2025-05-30 12:40:04+00:00,1145328240973119,pfbid02bCwHgbwQZgKvTQouxyC8ueM7LEMz629RMvisfRPrLwAvpsNT2oUqbhim5enhCEzRl,"Content này nhấn mạnh là Không Bán, nên nếu mua laptop tui sẽ kiếm chỗ khác nha, làm content gì ba chấm vậy??",9,"Content này nhấn mạnh là Không Bán, nên nếu mua laptop tui sẽ kiếm chỗ khác nha, làm content gì ba chấm vậy??",negative
